DATA_TYPE|CANCER_GROUP_SITE|YEAR|SEX|STATE_OR_TERRITORY|COUNT
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Females|Victoria|74
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Females|Queensland|56
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Females|Western Australia|23
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Females|South Australia|30
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Females|Tasmania|9
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Females|Australian Capital Territory|5
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Females|Northern Territory|2
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Females|Australia|295
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|New South Wales|254
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|Victoria|178
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|Queensland|132
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|Western Australia|70
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|South Australia|83
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|Tasmania|20
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|Australian Capital Territory|12
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|Northern Territory|5
Incidence|Connective, subcutaneous and other soft tissues (cancer of)|2019|Persons|Australia|752
Incidence|Endometrial cancer|2019|Females|New South Wales|818
Incidence|Endometrial cancer|2019|Females|Victoria|749
Incidence|Endometrial cancer|2019|Females|Queensland|460
Incidence|Endometrial cancer|2019|Females|Western Australia|233
Incidence|Endometrial cancer|2019|Females|South Australia|218
Incidence|Endometrial cancer|2019|Females|Tasmania|71
Incidence|Endometrial cancer|2019|Females|Australian Capital Territory|44
Incidence|Endometrial cancer|2019|Females|Northern Territory|17
Incidence|Endometrial cancer|2019|Females|Australia|2612
Incidence|Endometrial cancer|2019|Persons|New South Wales|818
Incidence|Endometrial cancer|2019|Persons|Victoria|749
Incidence|Endometrial cancer|2019|Persons|Queensland|460
Incidence|Endometrial cancer|2019|Persons|Western Australia|233
Incidence|Endometrial cancer|2019|Persons|South Australia|218
Incidence|Endometrial cancer|2019|Persons|Tasmania|71
Incidence|Endometrial cancer|2019|Persons|Australian Capital Territory|44
Incidence|Endometrial cancer|2019|Persons|Northern Territory|17
Incidence|Endometrial cancer|2019|Persons|Australia|2612
Incidence|Extrahepatic bile duct cancer|2019|Males|New South Wales|63
Incidence|Extrahepatic bile duct cancer|2019|Males|Victoria|46
Incidence|Extrahepatic bile duct cancer|2019|Males|Queensland|54
Incidence|Extrahepatic bile duct cancer|2019|Males|Western Australia|24
Incidence|Extrahepatic bile duct cancer|2019|Males|South Australia|12
Incidence|Extrahepatic bile duct cancer|2019|Males|Tasmania|6
Incidence|Extrahepatic bile duct cancer|2019|Males|Australian Capital Territory|2
Incidence|Extrahepatic bile duct cancer|2019|Males|Northern Territory|1
Incidence|Extrahepatic bile duct cancer|2019|Males|Australia|208
Incidence|Extrahepatic bile duct cancer|2019|Females|New South Wales|36
Incidence|Extrahepatic bile duct cancer|2019|Females|Victoria|37
Incidence|Extrahepatic bile duct cancer|2019|Females|Queensland|40
Incidence|Extrahepatic bile duct cancer|2019|Females|Western Australia|20
Incidence|Extrahepatic bile duct cancer|2019|Females|South Australia|12
Incidence|Extrahepatic bile duct cancer|2019|Females|Tasmania|5
Incidence|Extrahepatic bile duct cancer|2019|Females|Australian Capital Territory|2
Incidence|Extrahepatic bile duct cancer|2019|Females|Northern Territory|2
Incidence|Extrahepatic bile duct cancer|2019|Females|Australia|152
Incidence|Extrahepatic bile duct cancer|2019|Persons|New South Wales|99
Incidence|Extrahepatic bile duct cancer|2019|Persons|Victoria|83
Incidence|Extrahepatic bile duct cancer|2019|Persons|Queensland|94
Incidence|Extrahepatic bile duct cancer|2019|Persons|Western Australia|44
Incidence|Extrahepatic bile duct cancer|2019|Persons|South Australia|24
Incidence|Extrahepatic bile duct cancer|2019|Persons|Tasmania|11
Incidence|Extrahepatic bile duct cancer|2019|Persons|Australian Capital Territory|4
Incidence|Extrahepatic bile duct cancer|2019|Persons|Northern Territory|3
Incidence|Extrahepatic bile duct cancer|2019|Persons|Australia|360
Incidence|Eye cancer|2019|Males|New South Wales|49
Incidence|Eye cancer|2019|Males|Victoria|36
Incidence|Eye cancer|2019|Males|Queensland|46
Incidence|Eye cancer|2019|Males|Western Australia|19
Incidence|Eye cancer|2019|Males|South Australia|16
Incidence|Eye cancer|2019|Males|Tasmania|1
Incidence|Eye cancer|2019|Males|Australian Capital Territory|2
Incidence|Eye cancer|2019|Males|Northern Territory|1
Incidence|Eye cancer|2019|Males|Australia|171
Incidence|Eye cancer|2019|Females|New South Wales|30
Incidence|Eye cancer|2019|Females|Victoria|28
Incidence|Eye cancer|2019|Females|Queensland|37
Incidence|Eye cancer|2019|Females|Western Australia|9
Incidence|Eye cancer|2019|Females|South Australia|23
Incidence|Eye cancer|2019|Females|Tasmania|3
Incidence|Eye cancer|2019|Females|Australian Capital Territory|2
Incidence|Eye cancer|2019|Females|Northern Territory|1
Incidence|Eye cancer|2019|Females|Australia|134
Incidence|Eye cancer|2019|Persons|New South Wales|79
Incidence|Eye cancer|2019|Persons|Victoria|64
Incidence|Eye cancer|2019|Persons|Queensland|83
Incidence|Eye cancer|2019|Persons|Western Australia|28
Incidence|Eye cancer|2019|Persons|South Australia|39
Incidence|Eye cancer|2019|Persons|Tasmania|4
Incidence|Eye cancer|2019|Persons|Australian Capital Territory|5
Incidence|Eye cancer|2019|Persons|Northern Territory|1
Incidence|Eye cancer|2019|Persons|Australia|305
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|New South Wales|176
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|Victoria|133
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|Queensland|117
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|Western Australia|45
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|South Australia|38
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|Tasmania|16
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|Australian Capital Territory|8
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|Northern Territory|3
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Males|Australia|532
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|New South Wales|186
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|Victoria|138
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|Queensland|118
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|Western Australia|49
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|South Australia|46
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|Tasmania|19
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|Australian Capital Territory|9
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|Northern Territory|6
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Females|Australia|565
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|New South Wales|362
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|Victoria|271
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|Queensland|235
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|Western Australia|94
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|South Australia|84
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|Tasmania|35
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|Australian Capital Territory|16
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|Northern Territory|9
Incidence|Gallbladder and extrahepatic bile duct cancer|2019|Persons|Australia|1097
Incidence|Gallbladder cancer|2019|Males|New South Wales|34
Incidence|Gallbladder cancer|2019|Males|Victoria|32
Incidence|Gallbladder cancer|2019|Males|Queensland|35
Incidence|Gallbladder cancer|2019|Males|Western Australia|11
Incidence|Gallbladder cancer|2019|Males|South Australia|9
Incidence|Gallbladder cancer|2019|Males|Tasmania|2
Incidence|Gallbladder cancer|2019|Males|Australian Capital Territory|1
Incidence|Gallbladder cancer|2019|Males|Northern Territory|1
Incidence|Gallbladder cancer|2019|Males|Australia|123
Incidence|Gallbladder cancer|2019|Females|New South Wales|72
Incidence|Gallbladder cancer|2019|Females|Victoria|60
Incidence|Gallbladder cancer|2019|Females|Queensland|51
Incidence|Gallbladder cancer|2019|Females|Western Australia|17
Incidence|Gallbladder cancer|2019|Females|South Australia|19
Incidence|Gallbladder cancer|2019|Females|Tasmania|8
Incidence|Gallbladder cancer|2019|Females|Australian Capital Territory|4
Incidence|Gallbladder cancer|2019|Females|Northern Territory|3
Incidence|Gallbladder cancer|2019|Females|Australia|232
Incidence|Gallbladder cancer|2019|Persons|New South Wales|106
Incidence|Gallbladder cancer|2019|Persons|Victoria|92
Incidence|Gallbladder cancer|2019|Persons|Queensland|86
Incidence|Gallbladder cancer|2019|Persons|Western Australia|28
Incidence|Gallbladder cancer|2019|Persons|South Australia|28
Incidence|Gallbladder cancer|2019|Persons|Tasmania|10
Incidence|Gallbladder cancer|2019|Persons|Australian Capital Territory|6
Incidence|Gallbladder cancer|2019|Persons|Northern Territory|4
Incidence|Gallbladder cancer|2019|Persons|Australia|355
Incidence|Gynaecological cancers|2019|Females|New South Wales|1957
Incidence|Gynaecological cancers|2019|Females|Victoria|1578
Incidence|Gynaecological cancers|2019|Females|Queensland|1321
Incidence|Gynaecological cancers|2019|Females|Western Australia|511
Incidence|Gynaecological cancers|2019|Females|South Australia|462
Incidence|Gynaecological cancers|2019|Females|Tasmania|160
Incidence|Gynaecological cancers|2019|Females|Australian Capital Territory|87
Incidence|Gynaecological cancers|2019|Females|Northern Territory|40
Incidence|Gynaecological cancers|2019|Females|Australia|6119
Incidence|Gynaecological cancers|2019|Persons|New South Wales|1957
Incidence|Gynaecological cancers|2019|Persons|Victoria|1578
Incidence|Gynaecological cancers|2019|Persons|Queensland|1321
Incidence|Gynaecological cancers|2019|Persons|Western Australia|511
Incidence|Gynaecological cancers|2019|Persons|South Australia|462
Incidence|Gynaecological cancers|2019|Persons|Tasmania|160
Incidence|Gynaecological cancers|2019|Persons|Australian Capital Territory|87
Incidence|Gynaecological cancers|2019|Persons|Northern Territory|40
Incidence|Gynaecological cancers|2019|Persons|Australia|6119
Incidence|Head and neck cancer (excluding lip)|2019|Males|New South Wales|994
Incidence|Head and neck cancer (excluding lip)|2019|Males|Victoria|709
Incidence|Head and neck cancer (excluding lip)|2019|Males|Queensland|703
Incidence|Head and neck cancer (excluding lip)|2019|Males|Western Australia|267
Incidence|Head and neck cancer (excluding lip)|2019|Males|South Australia|198
Incidence|Head and neck cancer (excluding lip)|2019|Males|Tasmania|81
Incidence|Head and neck cancer (excluding lip)|2019|Males|Australian Capital Territory|32
Incidence|Head and neck cancer (excluding lip)|2019|Males|Northern Territory|39
Incidence|Head and neck cancer (excluding lip)|2019|Males|Australia|3030
Incidence|Head and neck cancer (excluding lip)|2019|Females|New South Wales|398
Incidence|Head and neck cancer (excluding lip)|2019|Females|Victoria|260
Incidence|Head and neck cancer (excluding lip)|2019|Females|Queensland|231
Incidence|Head and neck cancer (excluding lip)|2019|Females|Western Australia|101
Incidence|Head and neck cancer (excluding lip)|2019|Females|South Australia|86
Incidence|Head and neck cancer (excluding lip)|2019|Females|Tasmania|32
Incidence|Head and neck cancer (excluding lip)|2019|Females|Australian Capital Territory|15
Incidence|Head and neck cancer (excluding lip)|2019|Females|Northern Territory|9
Incidence|Head and neck cancer (excluding lip)|2019|Females|Australia|1137
Incidence|Head and neck cancer (excluding lip)|2019|Persons|New South Wales|1392
Incidence|Head and neck cancer (excluding lip)|2019|Persons|Victoria|970
Incidence|Head and neck cancer (excluding lip)|2019|Persons|Queensland|934
Incidence|Head and neck cancer (excluding lip)|2019|Persons|Western Australia|368
Incidence|Head and neck cancer (excluding lip)|2019|Persons|South Australia|284
Incidence|Head and neck cancer (excluding lip)|2019|Persons|Tasmania|113
Incidence|Head and neck cancer (excluding lip)|2019|Persons|Australian Capital Territory|47
Incidence|Head and neck cancer (excluding lip)|2019|Persons|Northern Territory|48
Incidence|Head and neck cancer (excluding lip)|2019|Persons|Australia|4168
Incidence|Head and neck cancer (including lip)|2019|Males|New South Wales|1256
Incidence|Head and neck cancer (including lip)|2019|Males|Victoria|830
Incidence|Head and neck cancer (including lip)|2019|Males|Queensland|809
Incidence|Head and neck cancer (including lip)|2019|Males|Western Australia|322
Incidence|Head and neck cancer (including lip)|2019|Males|South Australia|247
Incidence|Head and neck cancer (including lip)|2019|Males|Tasmania|121
Incidence|Head and neck cancer (including lip)|2019|Males|Australian Capital Territory|37
Incidence|Head and neck cancer (including lip)|2019|Males|Northern Territory|42
Incidence|Head and neck cancer (including lip)|2019|Males|Australia|3670
Incidence|Head and neck cancer (including lip)|2019|Females|New South Wales|490
Incidence|Head and neck cancer (including lip)|2019|Females|Victoria|303
Incidence|Head and neck cancer (including lip)|2019|Females|Queensland|253
Incidence|Head and neck cancer (including lip)|2019|Females|Western Australia|120
Incidence|Head and neck cancer (including lip)|2019|Females|South Australia|106
Incidence|Head and neck cancer (including lip)|2019|Females|Tasmania|43
Incidence|Head and neck cancer (including lip)|2019|Females|Australian Capital Territory|16
Incidence|Head and neck cancer (including lip)|2019|Females|Northern Territory|10
Incidence|Head and neck cancer (including lip)|2019|Females|Australia|1346
Incidence|Head and neck cancer (including lip)|2019|Persons|New South Wales|1746
Incidence|Head and neck cancer (including lip)|2019|Persons|Victoria|1134
Incidence|Head and neck cancer (including lip)|2019|Persons|Queensland|1062
Incidence|Head and neck cancer (including lip)|2019|Persons|Western Australia|442
Incidence|Head and neck cancer (including lip)|2019|Persons|South Australia|353
Incidence|Head and neck cancer (including lip)|2019|Persons|Tasmania|164
Incidence|Head and neck cancer (including lip)|2019|Persons|Australian Capital Territory|53
Incidence|Head and neck cancer (including lip)|2019|Persons|Northern Territory|51
Incidence|Head and neck cancer (including lip)|2019|Persons|Australia|5017
Incidence|Hodgkin lymphoma|2019|Males|New South Wales|133
Incidence|Hodgkin lymphoma|2019|Males|Victoria|108
Incidence|Hodgkin lymphoma|2019|Males|Queensland|71
Incidence|Hodgkin lymphoma|2019|Males|Western Australia|25
Incidence|Hodgkin lymphoma|2019|Males|South Australia|37
Incidence|Hodgkin lymphoma|2019|Males|Tasmania|6
Incidence|Hodgkin lymphoma|2019|Males|Australian Capital Territory|7
Incidence|Hodgkin lymphoma|2019|Males|Northern Territory|1
Incidence|Hodgkin lymphoma|2019|Males|Australia|389
Incidence|Hodgkin lymphoma|2019|Females|New South Wales|108
Incidence|Hodgkin lymphoma|2019|Females|Victoria|98
Incidence|Hodgkin lymphoma|2019|Females|Queensland|66
Incidence|Hodgkin lymphoma|2019|Females|Western Australia|27
Incidence|Hodgkin lymphoma|2019|Females|South Australia|10
Incidence|Hodgkin lymphoma|2019|Females|Tasmania|5
Incidence|Hodgkin lymphoma|2019|Females|Australian Capital Territory|6
Incidence|Hodgkin lymphoma|2019|Females|Northern Territory|2
Incidence|Hodgkin lymphoma|2019|Females|Australia|327
Incidence|Hodgkin lymphoma|2019|Persons|New South Wales|241
Incidence|Hodgkin lymphoma|2019|Persons|Victoria|206
Incidence|Hodgkin lymphoma|2019|Persons|Queensland|137
Incidence|Hodgkin lymphoma|2019|Persons|Western Australia|52
Incidence|Hodgkin lymphoma|2019|Persons|South Australia|47
Incidence|Hodgkin lymphoma|2019|Persons|Tasmania|11
Incidence|Hodgkin lymphoma|2019|Persons|Australian Capital Territory|13
Incidence|Hodgkin lymphoma|2019|Persons|Northern Territory|3
Incidence|Hodgkin lymphoma|2019|Persons|Australia|716
Incidence|Hypopharyngeal cancer|2019|Males|New South Wales|57
Incidence|Hypopharyngeal cancer|2019|Males|Victoria|30
Incidence|Hypopharyngeal cancer|2019|Males|Queensland|29
Incidence|Hypopharyngeal cancer|2019|Males|Western Australia|5
Incidence|Hypopharyngeal cancer|2019|Males|South Australia|8
Incidence|Hypopharyngeal cancer|2019|Males|Tasmania|3
Incidence|Hypopharyngeal cancer|2019|Males|Australian Capital Territory|2
Incidence|Hypopharyngeal cancer|2019|Males|Northern Territory|3
Incidence|Hypopharyngeal cancer|2019|Males|Australia|135
Incidence|Hypopharyngeal cancer|2019|Females|New South Wales|6
Incidence|Hypopharyngeal cancer|2019|Females|Victoria|5
Incidence|Hypopharyngeal cancer|2019|Females|Queensland|7
Incidence|Hypopharyngeal cancer|2019|Females|Western Australia|1
Incidence|Hypopharyngeal cancer|2019|Females|South Australia|1
Incidence|Hypopharyngeal cancer|2019|Females|Tasmania|0
Incidence|Hypopharyngeal cancer|2019|Females|Australian Capital Territory|0
Incidence|Hypopharyngeal cancer|2019|Females|Northern Territory|0
Incidence|Hypopharyngeal cancer|2019|Females|Australia|20
Incidence|Hypopharyngeal cancer|2019|Persons|New South Wales|63
Incidence|Hypopharyngeal cancer|2019|Persons|Victoria|35
Incidence|Hypopharyngeal cancer|2019|Persons|Queensland|36
Incidence|Hypopharyngeal cancer|2019|Persons|Western Australia|6
Incidence|Hypopharyngeal cancer|2019|Persons|South Australia|9
Incidence|Hypopharyngeal cancer|2019|Persons|Tasmania|3
Incidence|Hypopharyngeal cancer|2019|Persons|Australian Capital Territory|2
Incidence|Hypopharyngeal cancer|2019|Persons|Northern Territory|3
Incidence|Hypopharyngeal cancer|2019|Persons|Australia|155
Incidence|Immunoproliferative cancers|2019|Males|New South Wales|53
Incidence|Immunoproliferative cancers|2019|Males|Victoria|90
Incidence|Immunoproliferative cancers|2019|Males|Queensland|36
Incidence|Immunoproliferative cancers|2019|Males|Western Australia|22
Incidence|Immunoproliferative cancers|2019|Males|South Australia|10
Incidence|Immunoproliferative cancers|2019|Males|Tasmania|9
Incidence|Immunoproliferative cancers|2019|Males|Australian Capital Territory|2
Incidence|Immunoproliferative cancers|2019|Males|Northern Territory|1
Incidence|Immunoproliferative cancers|2019|Males|Australia|224
Incidence|Immunoproliferative cancers|2019|Females|New South Wales|41
Incidence|Immunoproliferative cancers|2019|Females|Victoria|65
Incidence|Immunoproliferative cancers|2019|Females|Queensland|32
Incidence|Immunoproliferative cancers|2019|Females|Western Australia|19
Incidence|Immunoproliferative cancers|2019|Females|South Australia|8
Incidence|Immunoproliferative cancers|2019|Females|Tasmania|5
Incidence|Immunoproliferative cancers|2019|Females|Australian Capital Territory|2
Incidence|Immunoproliferative cancers|2019|Females|Northern Territory|1
Incidence|Immunoproliferative cancers|2019|Females|Australia|170
Incidence|Immunoproliferative cancers|2019|Persons|New South Wales|94
Incidence|Immunoproliferative cancers|2019|Persons|Victoria|155
Incidence|Immunoproliferative cancers|2019|Persons|Queensland|68
Incidence|Immunoproliferative cancers|2019|Persons|Western Australia|41
Incidence|Immunoproliferative cancers|2019|Persons|South Australia|18
Incidence|Immunoproliferative cancers|2019|Persons|Tasmania|14
Incidence|Immunoproliferative cancers|2019|Persons|Australian Capital Territory|4
Incidence|Immunoproliferative cancers|2019|Persons|Northern Territory|2
Incidence|Immunoproliferative cancers|2019|Persons|Australia|394
Incidence|Kaposi sarcoma|2019|Males|New South Wales|19
Incidence|Kaposi sarcoma|2019|Males|Victoria|10
Incidence|Kaposi sarcoma|2019|Males|Queensland|10
Incidence|Kaposi sarcoma|2019|Males|Western Australia|4
Incidence|Kaposi sarcoma|2019|Males|South Australia|2
Incidence|Kaposi sarcoma|2019|Males|Tasmania|0
Incidence|Kaposi sarcoma|2019|Males|Australian Capital Territory|0
Incidence|Kaposi sarcoma|2019|Males|Northern Territory|0
Incidence|Kaposi sarcoma|2019|Males|Australia|45
Incidence|Kaposi sarcoma|2019|Females|New South Wales|2
Incidence|Kaposi sarcoma|2019|Females|Victoria|4
Incidence|Kaposi sarcoma|2019|Females|Queensland|1
Incidence|Kaposi sarcoma|2019|Females|Western Australia|0
Incidence|Kaposi sarcoma|2019|Females|South Australia|1
Incidence|Kaposi sarcoma|2019|Females|Tasmania|0
Incidence|Kaposi sarcoma|2019|Females|Australian Capital Territory|0
Incidence|Kaposi sarcoma|2019|Females|Northern Territory|0
Incidence|Kaposi sarcoma|2019|Females|Australia|8
Incidence|Kaposi sarcoma|2019|Persons|New South Wales|21
Incidence|Kaposi sarcoma|2019|Persons|Victoria|14
Incidence|Kaposi sarcoma|2019|Persons|Queensland|11
Incidence|Kaposi sarcoma|2019|Persons|Western Australia|4
Incidence|Kaposi sarcoma|2019|Persons|South Australia|3
Incidence|Kaposi sarcoma|2019|Persons|Tasmania|0
Incidence|Kaposi sarcoma|2019|Persons|Australian Capital Territory|0
Incidence|Kaposi sarcoma|2019|Persons|Northern Territory|0
Incidence|Kaposi sarcoma|2019|Persons|Australia|53
Incidence|Kidney cancer|2019|Males|New South Wales|796
Incidence|Kidney cancer|2019|Males|Victoria|712
Incidence|Kidney cancer|2019|Males|Queensland|545
Incidence|Kidney cancer|2019|Males|Western Australia|274
Incidence|Kidney cancer|2019|Males|South Australia|251
Incidence|Kidney cancer|2019|Males|Tasmania|81
Incidence|Kidney cancer|2019|Males|Australian Capital Territory|32
Incidence|Kidney cancer|2019|Males|Northern Territory|16
Incidence|Kidney cancer|2019|Males|Australia|2715
Incidence|Kidney cancer|2019|Females|New South Wales|416
Incidence|Kidney cancer|2019|Females|Victoria|344
Incidence|Kidney cancer|2019|Females|Queensland|290
Incidence|Kidney cancer|2019|Females|Western Australia|133
Incidence|Kidney cancer|2019|Females|South Australia|106
Incidence|Kidney cancer|2019|Females|Tasmania|36
Incidence|Kidney cancer|2019|Females|Australian Capital Territory|15
Incidence|Kidney cancer|2019|Females|Northern Territory|6
Incidence|Kidney cancer|2019|Females|Australia|1346
Incidence|Kidney cancer|2019|Persons|New South Wales|1212
Incidence|Kidney cancer|2019|Persons|Victoria|1056
Incidence|Kidney cancer|2019|Persons|Queensland|835
Incidence|Kidney cancer|2019|Persons|Western Australia|407
Incidence|Kidney cancer|2019|Persons|South Australia|357
Incidence|Kidney cancer|2019|Persons|Tasmania|117
Incidence|Kidney cancer|2019|Persons|Australian Capital Territory|47
Incidence|Kidney cancer|2019|Persons|Northern Territory|22
Incidence|Kidney cancer|2019|Persons|Australia|4061
Incidence|Laryngeal cancer|2019|Males|New South Wales|185
Incidence|Laryngeal cancer|2019|Males|Victoria|112
Incidence|Laryngeal cancer|2019|Males|Queensland|117
Incidence|Laryngeal cancer|2019|Males|Western Australia|48
Incidence|Laryngeal cancer|2019|Males|South Australia|28
Incidence|Laryngeal cancer|2019|Males|Tasmania|19
Incidence|Laryngeal cancer|2019|Males|Australian Capital Territory|4
Incidence|Laryngeal cancer|2019|Males|Northern Territory|9
Incidence|Laryngeal cancer|2019|Males|Australia|529
Incidence|Laryngeal cancer|2019|Females|New South Wales|26
Incidence|Laryngeal cancer|2019|Females|Victoria|17
Incidence|Laryngeal cancer|2019|Females|Queensland|10
Incidence|Laryngeal cancer|2019|Females|Western Australia|9
Incidence|Laryngeal cancer|2019|Females|South Australia|5
Incidence|Laryngeal cancer|2019|Females|Tasmania|1
Incidence|Laryngeal cancer|2019|Females|Australian Capital Territory|1
Incidence|Laryngeal cancer|2019|Females|Northern Territory|2
Incidence|Laryngeal cancer|2019|Females|Australia|69
Incidence|Laryngeal cancer|2019|Persons|New South Wales|211
Incidence|Laryngeal cancer|2019|Persons|Victoria|129
Incidence|Laryngeal cancer|2019|Persons|Queensland|127
Incidence|Laryngeal cancer|2019|Persons|Western Australia|57
Incidence|Laryngeal cancer|2019|Persons|South Australia|33
Incidence|Laryngeal cancer|2019|Persons|Tasmania|20
Incidence|Laryngeal cancer|2019|Persons|Australian Capital Territory|5
Incidence|Laryngeal cancer|2019|Persons|Northern Territory|10
Incidence|Laryngeal cancer|2019|Persons|Australia|598
Incidence|Leukaemia|2019|Males|New South Wales|937
Incidence|Leukaemia|2019|Males|Victoria|747
Incidence|Leukaemia|2019|Males|Queensland|562
Incidence|Leukaemia|2019|Males|Western Australia|185
Incidence|Leukaemia|2019|Males|South Australia|139
Incidence|Leukaemia|2019|Males|Tasmania|61
Incidence|Leukaemia|2019|Males|Australian Capital Territory|39
Incidence|Leukaemia|2019|Males|Northern Territory|9
Incidence|Leukaemia|2019|Males|Australia|2678
Incidence|Leukaemia|2019|Females|New South Wales|622
Incidence|Leukaemia|2019|Females|Victoria|478
Incidence|Leukaemia|2019|Females|Queensland|380
Incidence|Leukaemia|2019|Females|Western Australia|127
Incidence|Leukaemia|2019|Females|South Australia|103
Incidence|Leukaemia|2019|Females|Tasmania|38
Incidence|Leukaemia|2019|Females|Australian Capital Territory|27
Incidence|Leukaemia|2019|Females|Northern Territory|7
Incidence|Leukaemia|2019|Females|Australia|1777
Incidence|Leukaemia|2019|Persons|New South Wales|1559
Incidence|Leukaemia|2019|Persons|Victoria|1225
Incidence|Leukaemia|2019|Persons|Queensland|942
Incidence|Leukaemia|2019|Persons|Western Australia|312
Incidence|Leukaemia|2019|Persons|South Australia|242
Incidence|Leukaemia|2019|Persons|Tasmania|99
Incidence|Leukaemia|2019|Persons|Australian Capital Territory|65
Incidence|Leukaemia|2019|Persons|Northern Territory|16
Incidence|Leukaemia|2019|Persons|Australia|4455
Incidence|Lip cancer|2019|Males|New South Wales|262
Incidence|Lip cancer|2019|Males|Victoria|121
Incidence|Lip cancer|2019|Males|Queensland|106
Incidence|Lip cancer|2019|Males|Western Australia|55
Incidence|Lip cancer|2019|Males|South Australia|49
Incidence|Lip cancer|2019|Males|Tasmania|40
Incidence|Lip cancer|2019|Males|Australian Capital Territory|6
Incidence|Lip cancer|2019|Males|Northern Territory|3
Incidence|Lip cancer|2019|Males|Australia|640
Incidence|Lip cancer|2019|Females|New South Wales|92
Incidence|Lip cancer|2019|Females|Victoria|43
Incidence|Lip cancer|2019|Females|Queensland|22
Incidence|Lip cancer|2019|Females|Western Australia|19
Incidence|Lip cancer|2019|Females|South Australia|20
Incidence|Lip cancer|2019|Females|Tasmania|11
Incidence|Lip cancer|2019|Females|Australian Capital Territory|0
Incidence|Lip cancer|2019|Females|Northern Territory|1
Incidence|Lip cancer|2019|Females|Australia|209
Incidence|Lip cancer|2019|Persons|New South Wales|354
Incidence|Lip cancer|2019|Persons|Victoria|164
Incidence|Lip cancer|2019|Persons|Queensland|128
Incidence|Lip cancer|2019|Persons|Western Australia|74
Incidence|Lip cancer|2019|Persons|South Australia|69
Incidence|Lip cancer|2019|Persons|Tasmania|51
Incidence|Lip cancer|2019|Persons|Australian Capital Territory|6
Incidence|Lip cancer|2019|Persons|Northern Territory|4
Incidence|Lip cancer|2019|Persons|Australia|849
Incidence|Liver cancer|2019|Males|New South Wales|664
Incidence|Liver cancer|2019|Males|Victoria|423
Incidence|Liver cancer|2019|Males|Queensland|311
Incidence|Liver cancer|2019|Males|Western Australia|124
Incidence|Liver cancer|2019|Males|South Australia|128
Incidence|Liver cancer|2019|Males|Tasmania|26
Incidence|Liver cancer|2019|Males|Australian Capital Territory|22
Incidence|Liver cancer|2019|Males|Northern Territory|22
Incidence|Liver cancer|2019|Males|Australia|1713
Incidence|Liver cancer|2019|Females|New South Wales|281
Incidence|Liver cancer|2019|Females|Victoria|164
Incidence|Liver cancer|2019|Females|Queensland|134
Incidence|Liver cancer|2019|Females|Western Australia|51
Incidence|Liver cancer|2019|Females|South Australia|54
Incidence|Liver cancer|2019|Females|Tasmania|10
Incidence|Liver cancer|2019|Females|Australian Capital Territory|7
