DATA_TYPE|CANCER_GROUP_SITE|YEAR|SEX|AGE_GROUP_YEARS|COUNT
Projections|Brain and other central nervous system (cancer of the)|2021|Females|05–09|14
Projections|Brain and other central nervous system (cancer of the)|2021|Females|10–14|13
Projections|Brain and other central nervous system (cancer of the)|2021|Females|15–19|15
Projections|Brain and other central nervous system (cancer of the)|2021|Females|20–24|17
Projections|Brain and other central nervous system (cancer of the)|2021|Females|25–29|17
Projections|Brain and other central nervous system (cancer of the)|2021|Females|30–34|25
Projections|Brain and other central nervous system (cancer of the)|2021|Females|35–39|28
Projections|Brain and other central nervous system (cancer of the)|2021|Females|40–44|33
Projections|Brain and other central nervous system (cancer of the)|2021|Females|45–49|40
Projections|Brain and other central nervous system (cancer of the)|2021|Females|50–54|63
Projections|Brain and other central nervous system (cancer of the)|2021|Females|55–59|57
Projections|Brain and other central nervous system (cancer of the)|2021|Females|60–64|81
Projections|Brain and other central nervous system (cancer of the)|2021|Females|65–69|90
Projections|Brain and other central nervous system (cancer of the)|2021|Females|70–74|89
Projections|Brain and other central nervous system (cancer of the)|2021|Females|75–79|72
Projections|Brain and other central nervous system (cancer of the)|2021|Females|80–84|63
Projections|Brain and other central nervous system (cancer of the)|2021|Females|85–89|35
Projections|Brain and other central nervous system (cancer of the)|2021|Females|90+|19
Projections|Brain and other central nervous system (cancer of the)|2021|Females|All ages combined|791
Projections|Brain and other central nervous system (cancer of the)|2022|Females|00–04|20
Projections|Brain and other central nervous system (cancer of the)|2022|Females|05–09|14
Projections|Brain and other central nervous system (cancer of the)|2022|Females|10–14|14
Projections|Brain and other central nervous system (cancer of the)|2022|Females|15–19|17
Projections|Brain and other central nervous system (cancer of the)|2022|Females|20–24|18
Projections|Brain and other central nervous system (cancer of the)|2022|Females|25–29|16
Projections|Brain and other central nervous system (cancer of the)|2022|Females|30–34|25
Projections|Brain and other central nervous system (cancer of the)|2022|Females|35–39|27
Projections|Brain and other central nervous system (cancer of the)|2022|Females|40–44|36
Projections|Brain and other central nervous system (cancer of the)|2022|Females|45–49|38
Projections|Brain and other central nervous system (cancer of the)|2022|Females|50–54|67
Projections|Brain and other central nervous system (cancer of the)|2022|Females|55–59|56
Projections|Brain and other central nervous system (cancer of the)|2022|Females|60–64|80
Projections|Brain and other central nervous system (cancer of the)|2022|Females|65–69|92
Projections|Brain and other central nervous system (cancer of the)|2022|Females|70–74|88
Projections|Brain and other central nervous system (cancer of the)|2022|Females|75–79|74
Projections|Brain and other central nervous system (cancer of the)|2022|Females|80–84|64
Projections|Brain and other central nervous system (cancer of the)|2022|Females|85–89|38
Projections|Brain and other central nervous system (cancer of the)|2022|Females|90+|19
Projections|Brain and other central nervous system (cancer of the)|2022|Females|All ages combined|803
Projections|Brain and other central nervous system (cancer of the)|2023|Females|00–04|21
Projections|Brain and other central nervous system (cancer of the)|2023|Females|05–09|14
Projections|Brain and other central nervous system (cancer of the)|2023|Females|10–14|15
Projections|Brain and other central nervous system (cancer of the)|2023|Females|15–19|19
Projections|Brain and other central nervous system (cancer of the)|2023|Females|20–24|19
Projections|Brain and other central nervous system (cancer of the)|2023|Females|25–29|16
Projections|Brain and other central nervous system (cancer of the)|2023|Females|30–34|24
Projections|Brain and other central nervous system (cancer of the)|2023|Females|35–39|27
Projections|Brain and other central nervous system (cancer of the)|2023|Females|40–44|38
Projections|Brain and other central nervous system (cancer of the)|2023|Females|45–49|37
Projections|Brain and other central nervous system (cancer of the)|2023|Females|50–54|70
Projections|Brain and other central nervous system (cancer of the)|2023|Females|55–59|52
Projections|Brain and other central nervous system (cancer of the)|2023|Females|60–64|78
Projections|Brain and other central nervous system (cancer of the)|2023|Females|65–69|91
Projections|Brain and other central nervous system (cancer of the)|2023|Females|70–74|88
Projections|Brain and other central nervous system (cancer of the)|2023|Females|75–79|78
Projections|Brain and other central nervous system (cancer of the)|2023|Females|80–84|69
Projections|Brain and other central nervous system (cancer of the)|2023|Females|85–89|41
Projections|Brain and other central nervous system (cancer of the)|2023|Females|90+|18
Projections|Brain and other central nervous system (cancer of the)|2023|Females|All ages combined|815
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|00–04|47
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|05–09|45
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|10–14|27
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|15–19|42
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|20–24|39
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|25–29|46
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|30–34|45
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|35–39|89
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|40–44|77
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|45–49|109
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|50–54|123
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|55–59|170
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|60–64|211
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|65–69|231
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|70–74|239
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|75–79|168
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|80–84|129
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|85–89|83
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|90+|43
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|All ages combined|1963
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|00–04|43
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|05–09|40
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|10–14|35
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|15–19|32
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|20–24|40
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|25–29|50
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|30–34|62
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|35–39|75
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|40–44|80
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|45–49|99
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|50–54|142
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|55–59|174
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|60–64|211
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|65–69|227
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|70–74|238
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|75–79|179
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|80–84|141
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|85–89|74
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|90+|43
Projections|Brain and other central nervous system (cancer of the)|2020|Persons|All ages combined|1985
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|00–04|42
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|05–09|39
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|10–14|36
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|15–19|32
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|20–24|39
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|25–29|49
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|30–34|57
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|35–39|76
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|40–44|81
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|45–49|98
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|50–54|147
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|55–59|167
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|60–64|213
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|65–69|228
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|70–74|241
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|75–79|186
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|80–84|147
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|85–89|75
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|90+|44
Projections|Brain and other central nervous system (cancer of the)|2021|Persons|All ages combined|1997
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|00–04|40
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|05–09|40
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|10–14|39
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|15–19|38
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|20–24|40
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|25–29|47
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|30–34|59
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|35–39|75
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|40–44|86
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|45–49|94
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|50–54|153
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|55–59|164
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|60–64|213
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|65–69|231
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|70–74|238
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|75–79|197
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|80–84|153
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|85–89|80
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|90+|50
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|All ages combined|2037
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|00–04|42
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|05–09|41
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|10–14|43
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|15–19|41
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|20–24|41
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|25–29|48
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|30–34|57
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|35–39|76
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|40–44|92
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|45–49|91
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|50–54|158
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|55–59|162
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|60–64|212
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|65–69|233
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|70–74|239
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|75–79|206
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|80–84|162
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|85–89|84
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|90+|50
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|All ages combined|2078
Actual|Brain cancer|2019|Males|00–04|19
Actual|Brain cancer|2019|Males|05–09|29
Actual|Brain cancer|2019|Males|10–14|12
Actual|Brain cancer|2019|Males|15–19|15
Actual|Brain cancer|2019|Males|20–24|18
Actual|Brain cancer|2019|Males|25–29|24
Actual|Brain cancer|2019|Males|30–34|22
Actual|Brain cancer|2019|Males|35–39|44
Actual|Brain cancer|2019|Males|40–44|41
Actual|Brain cancer|2019|Males|45–49|60
Actual|Brain cancer|2019|Males|50–54|74
Actual|Brain cancer|2019|Males|55–59|100
Actual|Brain cancer|2019|Males|60–64|129
Actual|Brain cancer|2019|Males|65–69|129
Actual|Brain cancer|2019|Males|70–74|140
Actual|Brain cancer|2019|Males|75–79|91
Actual|Brain cancer|2019|Males|80–84|72
Actual|Brain cancer|2019|Males|85–89|38
Actual|Brain cancer|2019|Males|90+|21
Actual|Brain cancer|2019|Males|All ages combined|1078
Projections|Brain cancer|2020|Males|00–04|19
Projections|Brain cancer|2020|Males|05–09|23
Projections|Brain cancer|2020|Males|10–14|19
Projections|Brain cancer|2020|Males|15–19|12
Projections|Brain cancer|2020|Males|20–24|18
Projections|Brain cancer|2020|Males|25–29|29
Projections|Brain cancer|2020|Males|30–34|32
Projections|Brain cancer|2020|Males|35–39|42
Projections|Brain cancer|2020|Males|40–44|45
Projections|Brain cancer|2020|Males|45–49|55
Projections|Brain cancer|2020|Males|50–54|77
Projections|Brain cancer|2020|Males|55–59|109
Projections|Brain cancer|2020|Males|60–64|127
Projections|Brain cancer|2020|Males|65–69|131
Projections|Brain cancer|2020|Males|70–74|145
Projections|Brain cancer|2020|Males|75–79|107
Projections|Brain cancer|2020|Males|80–84|75
Projections|Brain cancer|2020|Males|85–89|37
Projections|Brain cancer|2020|Males|90+|24
Projections|Brain cancer|2020|Males|All ages combined|1126
Projections|Brain cancer|2021|Males|00–04|18
Projections|Brain cancer|2021|Males|05–09|23
Projections|Brain cancer|2021|Males|10–14|19
Projections|Brain cancer|2021|Males|15–19|12
Projections|Brain cancer|2021|Males|20–24|18
Projections|Brain cancer|2021|Males|25–29|29
Projections|Brain cancer|2021|Males|30–34|29
Projections|Brain cancer|2021|Males|35–39|43
Projections|Brain cancer|2021|Males|40–44|44
Projections|Brain cancer|2021|Males|45–49|53
Projections|Brain cancer|2021|Males|50–54|79
Projections|Brain cancer|2021|Males|55–59|106
Projections|Brain cancer|2021|Males|60–64|129
Projections|Brain cancer|2021|Males|65–69|132
Projections|Brain cancer|2021|Males|70–74|148
Projections|Brain cancer|2021|Males|75–79|112
Projections|Brain cancer|2021|Males|80–84|80
Projections|Brain cancer|2021|Males|85–89|38
Projections|Brain cancer|2021|Males|90+|25
Projections|Brain cancer|2021|Males|All ages combined|1137
Projections|Brain cancer|2022|Males|00–04|17
Projections|Brain cancer|2022|Males|05–09|24
Projections|Brain cancer|2022|Males|10–14|21
Projections|Brain cancer|2022|Males|15–19|14
Projections|Brain cancer|2022|Males|20–24|18
Projections|Brain cancer|2022|Males|25–29|28
Projections|Brain cancer|2022|Males|30–34|29
Projections|Brain cancer|2022|Males|35–39|43
Projections|Brain cancer|2022|Males|40–44|46
Projections|Brain cancer|2022|Males|45–49|51
Projections|Brain cancer|2022|Males|50–54|81
Projections|Brain cancer|2022|Males|55–59|103
Projections|Brain cancer|2022|Males|60–64|130
Projections|Brain cancer|2022|Males|65–69|133
Projections|Brain cancer|2022|Males|70–74|145
Projections|Brain cancer|2022|Males|75–79|121
Projections|Brain cancer|2022|Males|80–84|84
Projections|Brain cancer|2022|Males|85–89|40
Projections|Brain cancer|2022|Males|90+|31
Projections|Brain cancer|2022|Males|All ages combined|1159
Projections|Brain cancer|2023|Males|00–04|18
Projections|Brain cancer|2023|Males|05–09|25
Projections|Brain cancer|2023|Males|10–14|23
Projections|Brain cancer|2023|Males|15–19|15
Projections|Brain cancer|2023|Males|20–24|18
Projections|Brain cancer|2023|Males|25–29|29
Projections|Brain cancer|2023|Males|30–34|28
Projections|Brain cancer|2023|Males|35–39|43
Projections|Brain cancer|2023|Males|40–44|49
Projections|Brain cancer|2023|Males|45–49|49
Projections|Brain cancer|2023|Males|50–54|83
Projections|Brain cancer|2023|Males|55–59|105
Projections|Brain cancer|2023|Males|60–64|131
Projections|Brain cancer|2023|Males|65–69|135
Projections|Brain cancer|2023|Males|70–74|146
Projections|Brain cancer|2023|Males|75–79|126
Projections|Brain cancer|2023|Males|80–84|87
Projections|Brain cancer|2023|Males|85–89|41
Projections|Brain cancer|2023|Males|90+|32
Projections|Brain cancer|2023|Males|All ages combined|1183
Actual|Brain cancer|2019|Females|00–04|17
Actual|Brain cancer|2019|Females|05–09|9
Actual|Brain cancer|2019|Females|10–14|14
Actual|Brain cancer|2019|Females|15–19|19
Actual|Brain cancer|2019|Females|20–24|15
Actual|Brain cancer|2019|Females|25–29|21
Actual|Brain cancer|2019|Females|30–34|19
Actual|Brain cancer|2019|Females|35–39|32
Actual|Brain cancer|2019|Females|40–44|32
Actual|Brain cancer|2019|Females|45–49|42
Actual|Brain cancer|2019|Females|50–54|45
Actual|Brain cancer|2019|Females|55–59|62
Actual|Brain cancer|2019|Females|60–64|74
Actual|Brain cancer|2019|Females|65–69|87
Actual|Brain cancer|2019|Females|70–74|87
Actual|Brain cancer|2019|Females|75–79|68
Actual|Brain cancer|2019|Females|80–84|48
Actual|Brain cancer|2019|Females|85–89|40
Actual|Brain cancer|2019|Females|90+|19
Actual|Brain cancer|2019|Females|All ages combined|750
Projections|Brain cancer|2020|Females|00–04|18
Projections|Brain cancer|2020|Females|05–09|13
Projections|Brain cancer|2020|Females|10–14|11
Projections|Brain cancer|2020|Females|15–19|13
Projections|Brain cancer|2020|Females|20–24|18
Projections|Brain cancer|2020|Females|25–29|17
Projections|Brain cancer|2020|Females|30–34|24
Projections|Brain cancer|2020|Females|35–39|25
Projections|Brain cancer|2020|Females|40–44|32
Projections|Brain cancer|2020|Females|45–49|37
Projections|Brain cancer|2020|Females|50–54|56
Projections|Brain cancer|2020|Females|55–59|57
Projections|Brain cancer|2020|Females|60–64|75
Projections|Brain cancer|2020|Females|65–69|85
Projections|Brain cancer|2020|Females|70–74|83
Projections|Brain cancer|2020|Females|75–79|65
Projections|Brain cancer|2020|Females|80–84|58
Projections|Brain cancer|2020|Females|85–89|33
Projections|Brain cancer|2020|Females|90+|17
Projections|Brain cancer|2020|Females|All ages combined|737
Projections|Brain cancer|2021|Females|00–04|18
Projections|Brain cancer|2021|Females|05–09|12
Projections|Brain cancer|2021|Females|10–14|12
Projections|Brain cancer|2021|Females|15–19|13
Projections|Brain cancer|2021|Females|20–24|17
Projections|Brain cancer|2021|Females|25–29|16
Projections|Brain cancer|2021|Females|30–34|22
Projections|Brain cancer|2021|Females|35–39|25
Projections|Brain cancer|2021|Females|40–44|31
Projections|Brain cancer|2021|Females|45–49|37
Projections|Brain cancer|2021|Females|50–54|58
Projections|Brain cancer|2021|Females|55–59|53
Projections|Brain cancer|2021|Females|60–64|75
Projections|Brain cancer|2021|Females|65–69|85
Projections|Brain cancer|2021|Females|70–74|83
Projections|Brain cancer|2021|Females|75–79|67
Projections|Brain cancer|2021|Females|80–84|59
Projections|Brain cancer|2021|Females|85–89|33
Projections|Brain cancer|2021|Females|90+|17
Projections|Brain cancer|2021|Females|All ages combined|733
Projections|Brain cancer|2022|Females|00–04|19
Projections|Brain cancer|2022|Females|05–09|12
Projections|Brain cancer|2022|Females|10–14|12
Projections|Brain cancer|2022|Females|15–19|15
Projections|Brain cancer|2022|Females|20–24|18
Projections|Brain cancer|2022|Females|25–29|15
Projections|Brain cancer|2022|Females|30–34|22
Projections|Brain cancer|2022|Females|35–39|24
Projections|Brain cancer|2022|Females|40–44|34
Projections|Brain cancer|2022|Females|45–49|35
Projections|Brain cancer|2022|Females|50–54|62
Projections|Brain cancer|2022|Females|55–59|52
Projections|Brain cancer|2022|Females|60–64|74
Projections|Brain cancer|2022|Females|65–69|86
Projections|Brain cancer|2022|Females|70–74|81
Projections|Brain cancer|2022|Females|75–79|69
Projections|Brain cancer|2022|Females|80–84|60
Projections|Brain cancer|2022|Females|85–89|34
Projections|Brain cancer|2022|Females|90+|17
Projections|Brain cancer|2022|Females|All ages combined|741
Projections|Brain cancer|2023|Females|00–04|18
Projections|Brain cancer|2023|Females|05–09|12
Projections|Brain cancer|2023|Females|10–14|13
Projections|Brain cancer|2023|Females|15–19|15
Projections|Brain cancer|2023|Females|20–24|19
Projections|Brain cancer|2023|Females|25–29|15
Projections|Brain cancer|2023|Females|30–34|21
Projections|Brain cancer|2023|Females|35–39|24
Projections|Brain cancer|2023|Females|40–44|36
Projections|Brain cancer|2023|Females|45–49|34
Projections|Brain cancer|2023|Females|50–54|63
Projections|Brain cancer|2023|Females|55–59|48
Projections|Brain cancer|2023|Females|60–64|71
Projections|Brain cancer|2023|Females|65–69|85
Projections|Brain cancer|2023|Females|70–74|80
Projections|Brain cancer|2023|Females|75–79|72
Projections|Brain cancer|2023|Females|80–84|63
Projections|Brain cancer|2023|Females|85–89|36
Projections|Brain cancer|2023|Females|90+|16
Projections|Brain cancer|2023|Females|All ages combined|741
Actual|Brain cancer|2019|Persons|00–04|36
Actual|Brain cancer|2019|Persons|05–09|38
Actual|Brain cancer|2019|Persons|10–14|26
Actual|Brain cancer|2019|Persons|15–19|34
Actual|Brain cancer|2019|Persons|20–24|33
Actual|Brain cancer|2019|Persons|25–29|45
Actual|Brain cancer|2019|Persons|30–34|41
Actual|Brain cancer|2019|Persons|35–39|76
Actual|Brain cancer|2019|Persons|40–44|73
Actual|Brain cancer|2019|Persons|45–49|102
Actual|Brain cancer|2019|Persons|50–54|119
Actual|Brain cancer|2019|Persons|55–59|162
Actual|Brain cancer|2019|Persons|60–64|203
Actual|Brain cancer|2019|Persons|65–69|216
Actual|Brain cancer|2019|Persons|70–74|227
Actual|Brain cancer|2019|Persons|75–79|159
Actual|Brain cancer|2019|Persons|80–84|120
Actual|Brain cancer|2019|Persons|85–89|78
Actual|Brain cancer|2019|Persons|90+|40
Actual|Brain cancer|2019|Persons|All ages combined|1828
Projections|Brain cancer|2020|Persons|00–04|37
Projections|Brain cancer|2020|Persons|05–09|36
Projections|Brain cancer|2020|Persons|10–14|30
Projections|Brain cancer|2020|Persons|15–19|25
Projections|Brain cancer|2020|Persons|20–24|36
Projections|Brain cancer|2020|Persons|25–29|46
Projections|Brain cancer|2020|Persons|30–34|56
Projections|Brain cancer|2020|Persons|35–39|67
Projections|Brain cancer|2020|Persons|40–44|77
Projections|Brain cancer|2020|Persons|45–49|92
Projections|Brain cancer|2020|Persons|50–54|133
Projections|Brain cancer|2020|Persons|55–59|166
Projections|Brain cancer|2020|Persons|60–64|202
Projections|Brain cancer|2020|Persons|65–69|216
Projections|Brain cancer|2020|Persons|70–74|228
Projections|Brain cancer|2020|Persons|75–79|172
Projections|Brain cancer|2020|Persons|80–84|133
Projections|Brain cancer|2020|Persons|85–89|70
Projections|Brain cancer|2020|Persons|90+|41
Projections|Brain cancer|2020|Persons|All ages combined|1863
Projections|Brain cancer|2021|Persons|00–04|36
Projections|Brain cancer|2021|Persons|05–09|35
Projections|Brain cancer|2021|Persons|10–14|31
Projections|Brain cancer|2021|Persons|15–19|25
Projections|Brain cancer|2021|Persons|20–24|35
Projections|Brain cancer|2021|Persons|25–29|45
Projections|Brain cancer|2021|Persons|30–34|51
Projections|Brain cancer|2021|Persons|35–39|68
Projections|Brain cancer|2021|Persons|40–44|75
Projections|Brain cancer|2021|Persons|45–49|90
Projections|Brain cancer|2021|Persons|50–54|137
Projections|Brain cancer|2021|Persons|55–59|159
Projections|Brain cancer|2021|Persons|60–64|204
Projections|Brain cancer|2021|Persons|65–69|217
Projections|Brain cancer|2021|Persons|70–74|231
Projections|Brain cancer|2021|Persons|75–79|179
Projections|Brain cancer|2021|Persons|80–84|139
Projections|Brain cancer|2021|Persons|85–89|71
Projections|Brain cancer|2021|Persons|90+|42
Projections|Brain cancer|2021|Persons|All ages combined|1870
Projections|Brain cancer|2022|Persons|00–04|36
Projections|Brain cancer|2022|Persons|05–09|36
Projections|Brain cancer|2022|Persons|10–14|33
Projections|Brain cancer|2022|Persons|15–19|29
Projections|Brain cancer|2022|Persons|20–24|36
Projections|Brain cancer|2022|Persons|25–29|43
Projections|Brain cancer|2022|Persons|30–34|51
Projections|Brain cancer|2022|Persons|35–39|67
Projections|Brain cancer|2022|Persons|40–44|80
Projections|Brain cancer|2022|Persons|45–49|86
Projections|Brain cancer|2022|Persons|50–54|143
Projections|Brain cancer|2022|Persons|55–59|155
Projections|Brain cancer|2022|Persons|60–64|204
Projections|Brain cancer|2022|Persons|65–69|219
Projections|Brain cancer|2022|Persons|70–74|226
Projections|Brain cancer|2022|Persons|75–79|190
Projections|Brain cancer|2022|Persons|80–84|144
Projections|Brain cancer|2022|Persons|85–89|74
Projections|Brain cancer|2022|Persons|90+|48
Projections|Brain cancer|2022|Persons|All ages combined|1900
Projections|Brain cancer|2023|Persons|00–04|36
Projections|Brain cancer|2023|Persons|05–09|37
Projections|Brain cancer|2023|Persons|10–14|36
Projections|Brain cancer|2023|Persons|15–19|30
Projections|Brain cancer|2023|Persons|20–24|37
Projections|Brain cancer|2023|Persons|25–29|44
Projections|Brain cancer|2023|Persons|30–34|49
Projections|Brain cancer|2023|Persons|35–39|67
Projections|Brain cancer|2023|Persons|40–44|85
Projections|Brain cancer|2023|Persons|45–49|83
Projections|Brain cancer|2023|Persons|50–54|146
Projections|Brain cancer|2023|Persons|55–59|153
Projections|Brain cancer|2023|Persons|60–64|202
Projections|Brain cancer|2023|Persons|65–69|220
Projections|Brain cancer|2023|Persons|70–74|226
Projections|Brain cancer|2023|Persons|75–79|198
Projections|Brain cancer|2023|Persons|80–84|150
Projections|Brain cancer|2023|Persons|85–89|77
Projections|Brain cancer|2023|Persons|90+|48
Projections|Brain cancer|2023|Persons|All ages combined|1924
Actual|Breast cancer|2019|Males|00–04|0
Actual|Breast cancer|2019|Males|05–09|0
Actual|Breast cancer|2019|Males|10–14|0
Actual|Breast cancer|2019|Males|15–19|1
Actual|Breast cancer|2019|Males|20–24|0
Actual|Breast cancer|2019|Males|25–29|0
Actual|Breast cancer|2019|Males|30–34|0
Actual|Breast cancer|2019|Males|35–39|1
Actual|Breast cancer|2019|Males|40–44|4
Actual|Breast cancer|2019|Males|45–49|7
Actual|Breast cancer|2019|Males|50–54|5
Actual|Breast cancer|2019|Males|55–59|6
Actual|Breast cancer|2019|Males|60–64|19
Actual|Breast cancer|2019|Males|65–69|29
Actual|Breast cancer|2019|Males|70–74|31
Actual|Breast cancer|2019|Males|75–79|27
Actual|Breast cancer|2019|Males|80–84|20
Actual|Breast cancer|2019|Males|85–89|5
Actual|Breast cancer|2019|Males|90+|8
Actual|Breast cancer|2019|Males|All ages combined|163
Projections|Breast cancer|2020|Males|00–04|0
Projections|Breast cancer|2020|Males|05–09|0
Projections|Breast cancer|2020|Males|10–14|0
Projections|Breast cancer|2020|Males|15–19|0
Projections|Breast cancer|2020|Males|20–24|1
Projections|Breast cancer|2020|Males|25–29|1
Projections|Breast cancer|2020|Males|30–34|0
Projections|Breast cancer|2020|Males|35–39|2
Projections|Breast cancer|2020|Males|40–44|1
Projections|Breast cancer|2020|Males|45–49|8
Projections|Breast cancer|2020|Males|50–54|5
Projections|Breast cancer|2020|Males|55–59|7
Projections|Breast cancer|2020|Males|60–64|21
Projections|Breast cancer|2020|Males|65–69|27
Projections|Breast cancer|2020|Males|70–74|37
Projections|Breast cancer|2020|Males|75–79|35
Projections|Breast cancer|2020|Males|80–84|22
Projections|Breast cancer|2020|Males|85–89|10
Projections|Breast cancer|2020|Males|90+|8
Projections|Breast cancer|2020|Males|All ages combined|185
Projections|Breast cancer|2021|Males|00–04|0
Projections|Breast cancer|2021|Males|05–09|0
Projections|Breast cancer|2021|Males|10–14|0
Projections|Breast cancer|2021|Males|15–19|0
Projections|Breast cancer|2021|Males|20–24|1
Projections|Breast cancer|2021|Males|25–29|1
Projections|Breast cancer|2021|Males|30–34|0
Projections|Breast cancer|2021|Males|35–39|2
Projections|Breast cancer|2021|Males|40–44|1
Projections|Breast cancer|2021|Males|45–49|8
Projections|Breast cancer|2021|Males|50–54|5
Projections|Breast cancer|2021|Males|55–59|7
Projections|Breast cancer|2021|Males|60–64|21
Projections|Breast cancer|2021|Males|65–69|29
Projections|Breast cancer|2021|Males|70–74|40
Projections|Breast cancer|2021|Males|75–79|39
Projections|Breast cancer|2021|Males|80–84|24
Projections|Breast cancer|2021|Males|85–89|10
Projections|Breast cancer|2021|Males|90+|9
Projections|Breast cancer|2021|Males|All ages combined|197
