DATA_TYPE|CANCER_GROUP_SITE|YEAR|SEX|AGE_GROUP_YEARS|COUNT
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|75–79|167
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|80–84|120
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|85–89|77
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|90+|41
Actual|Brain and other central nervous system (cancer of the)|2019|Persons|All ages combined|1490
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|00–04|11
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|05–09|17
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|10–14|12
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|15–19|11
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|20–24|10
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|25–29|17
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|30–34|15
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|35–39|36
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|40–44|37
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|45–49|70
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|50–54|105
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|55–59|144
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|60–64|187
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|65–69|189
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|70–74|249
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|75–79|163
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|80–84|124
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|85–89|79
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|90+|42
Actual|Brain and other central nervous system (cancer of the)|2020|Persons|All ages combined|1518
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|00–04|9
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|05–09|18
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|10–14|10
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|15–19|14
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|20–24|8
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|25–29|23
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|30–34|23
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|35–39|37
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|40–44|34
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|45–49|59
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|50–54|86
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|55–59|124
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|60–64|187
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|65–69|224
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|70–74|269
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|75–79|198
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|80–84|144
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|85–89|82
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|90+|41
Actual|Brain and other central nervous system (cancer of the)|2021|Persons|All ages combined|1590
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|00–04|10
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|05–09|18
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|10–14|12
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|15–19|11
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|20–24|7
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|25–29|20
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|30–34|18
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|35–39|42
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|40–44|41
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|45–49|61
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|50–54|103
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|55–59|136
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|60–64|190
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|65–69|205
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|70–74|253
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|75–79|196
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|80–84|143
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|85–89|83
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|90+|42
Projections|Brain and other central nervous system (cancer of the)|2022|Persons|All ages combined|1591
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|00–04|11
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|05–09|18
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|10–14|12
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|15–19|11
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|20–24|6
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|25–29|20
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|30–34|17
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|35–39|43
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|40–44|41
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|45–49|59
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|50–54|102
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|55–59|134
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|60–64|191
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|65–69|209
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|70–74|259
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|75–79|204
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|80–84|150
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|85–89|90
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|90+|43
Projections|Brain and other central nervous system (cancer of the)|2023|Persons|All ages combined|1620
Actual|Brain cancer|2019|Males|00–04|4
Actual|Brain cancer|2019|Males|05–09|13
Actual|Brain cancer|2019|Males|10–14|3
Actual|Brain cancer|2019|Males|15–19|3
Actual|Brain cancer|2019|Males|20–24|5
Actual|Brain cancer|2019|Males|25–29|14
Actual|Brain cancer|2019|Males|30–34|7
Actual|Brain cancer|2019|Males|35–39|29
Actual|Brain cancer|2019|Males|40–44|33
Actual|Brain cancer|2019|Males|45–49|37
Actual|Brain cancer|2019|Males|50–54|57
Actual|Brain cancer|2019|Males|55–59|97
Actual|Brain cancer|2019|Males|60–64|107
Actual|Brain cancer|2019|Males|65–69|94
Actual|Brain cancer|2019|Males|70–74|146
Actual|Brain cancer|2019|Males|75–79|96
Actual|Brain cancer|2019|Males|80–84|75
Actual|Brain cancer|2019|Males|85–89|43
Actual|Brain cancer|2019|Males|90+|21
Actual|Brain cancer|2019|Males|All ages combined|884
Actual|Brain cancer|2020|Males|00–04|4
Actual|Brain cancer|2020|Males|05–09|8
Actual|Brain cancer|2020|Males|10–14|6
Actual|Brain cancer|2020|Males|15–19|7
Actual|Brain cancer|2020|Males|20–24|8
Actual|Brain cancer|2020|Males|25–29|12
Actual|Brain cancer|2020|Males|30–34|11
Actual|Brain cancer|2020|Males|35–39|24
Actual|Brain cancer|2020|Males|40–44|26
Actual|Brain cancer|2020|Males|45–49|37
Actual|Brain cancer|2020|Males|50–54|64
Actual|Brain cancer|2020|Males|55–59|83
Actual|Brain cancer|2020|Males|60–64|115
Actual|Brain cancer|2020|Males|65–69|108
Actual|Brain cancer|2020|Males|70–74|145
Actual|Brain cancer|2020|Males|75–79|101
Actual|Brain cancer|2020|Males|80–84|62
Actual|Brain cancer|2020|Males|85–89|34
Actual|Brain cancer|2020|Males|90+|19
Actual|Brain cancer|2020|Males|All ages combined|874
Actual|Brain cancer|2021|Males|00–04|4
Actual|Brain cancer|2021|Males|05–09|12
Actual|Brain cancer|2021|Males|10–14|6
Actual|Brain cancer|2021|Males|15–19|8
Actual|Brain cancer|2021|Males|20–24|5
Actual|Brain cancer|2021|Males|25–29|14
Actual|Brain cancer|2021|Males|30–34|10
Actual|Brain cancer|2021|Males|35–39|28
Actual|Brain cancer|2021|Males|40–44|26
Actual|Brain cancer|2021|Males|45–49|39
Actual|Brain cancer|2021|Males|50–54|61
Actual|Brain cancer|2021|Males|55–59|75
Actual|Brain cancer|2021|Males|60–64|114
Actual|Brain cancer|2021|Males|65–69|135
Actual|Brain cancer|2021|Males|70–74|162
Actual|Brain cancer|2021|Males|75–79|108
Actual|Brain cancer|2021|Males|80–84|77
Actual|Brain cancer|2021|Males|85–89|45
Actual|Brain cancer|2021|Males|90+|16
Actual|Brain cancer|2021|Males|All ages combined|945
Projections|Brain cancer|2022|Males|00–04|4
Projections|Brain cancer|2022|Males|05–09|11
Projections|Brain cancer|2022|Males|10–14|7
Projections|Brain cancer|2022|Males|15–19|6
Projections|Brain cancer|2022|Males|20–24|4
Projections|Brain cancer|2022|Males|25–29|13
Projections|Brain cancer|2022|Males|30–34|10
Projections|Brain cancer|2022|Males|35–39|29
Projections|Brain cancer|2022|Males|40–44|29
Projections|Brain cancer|2022|Males|45–49|38
Projections|Brain cancer|2022|Males|50–54|64
Projections|Brain cancer|2022|Males|55–59|84
Projections|Brain cancer|2022|Males|60–64|115
Projections|Brain cancer|2022|Males|65–69|121
Projections|Brain cancer|2022|Males|70–74|152
Projections|Brain cancer|2022|Males|75–79|119
Projections|Brain cancer|2022|Males|80–84|81
Projections|Brain cancer|2022|Males|85–89|42
Projections|Brain cancer|2022|Males|90+|22
Projections|Brain cancer|2022|Males|All ages combined|951
Projections|Brain cancer|2023|Males|00–04|4
Projections|Brain cancer|2023|Males|05–09|11
Projections|Brain cancer|2023|Males|10–14|7
Projections|Brain cancer|2023|Males|15–19|6
Projections|Brain cancer|2023|Males|20–24|3
Projections|Brain cancer|2023|Males|25–29|13
Projections|Brain cancer|2023|Males|30–34|9
Projections|Brain cancer|2023|Males|35–39|30
Projections|Brain cancer|2023|Males|40–44|30
Projections|Brain cancer|2023|Males|45–49|37
Projections|Brain cancer|2023|Males|50–54|64
Projections|Brain cancer|2023|Males|55–59|83
Projections|Brain cancer|2023|Males|60–64|116
Projections|Brain cancer|2023|Males|65–69|122
Projections|Brain cancer|2023|Males|70–74|156
Projections|Brain cancer|2023|Males|75–79|125
Projections|Brain cancer|2023|Males|80–84|85
Projections|Brain cancer|2023|Males|85–89|45
Projections|Brain cancer|2023|Males|90+|23
Projections|Brain cancer|2023|Males|All ages combined|969
Actual|Brain cancer|2019|Females|00–04|5
Actual|Brain cancer|2019|Females|05–09|3
Actual|Brain cancer|2019|Females|10–14|4
Actual|Brain cancer|2019|Females|15–19|2
Actual|Brain cancer|2019|Females|20–24|4
Actual|Brain cancer|2019|Females|25–29|6
Actual|Brain cancer|2019|Females|30–34|3
Actual|Brain cancer|2019|Females|35–39|16
Actual|Brain cancer|2019|Females|40–44|15
Actual|Brain cancer|2019|Females|45–49|18
Actual|Brain cancer|2019|Females|50–54|38
Actual|Brain cancer|2019|Females|55–59|52
Actual|Brain cancer|2019|Females|60–64|74
Actual|Brain cancer|2019|Females|65–69|78
Actual|Brain cancer|2019|Females|70–74|93
Actual|Brain cancer|2019|Females|75–79|68
Actual|Brain cancer|2019|Females|80–84|45
Actual|Brain cancer|2019|Females|85–89|33
Actual|Brain cancer|2019|Females|90+|18
Actual|Brain cancer|2019|Females|All ages combined|575
Actual|Brain cancer|2020|Females|00–04|5
Actual|Brain cancer|2020|Females|05–09|8
Actual|Brain cancer|2020|Females|10–14|4
Actual|Brain cancer|2020|Females|15–19|4
Actual|Brain cancer|2020|Females|20–24|2
Actual|Brain cancer|2020|Females|25–29|5
Actual|Brain cancer|2020|Females|30–34|3
Actual|Brain cancer|2020|Females|35–39|12
Actual|Brain cancer|2020|Females|40–44|10
Actual|Brain cancer|2020|Females|45–49|32
Actual|Brain cancer|2020|Females|50–54|39
Actual|Brain cancer|2020|Females|55–59|59
Actual|Brain cancer|2020|Females|60–64|68
Actual|Brain cancer|2020|Females|65–69|79
Actual|Brain cancer|2020|Females|70–74|100
Actual|Brain cancer|2020|Females|75–79|55
Actual|Brain cancer|2020|Females|80–84|57
Actual|Brain cancer|2020|Females|85–89|41
Actual|Brain cancer|2020|Females|90+|22
Actual|Brain cancer|2020|Females|All ages combined|605
Actual|Brain cancer|2021|Females|00–04|3
Actual|Brain cancer|2021|Females|05–09|6
Actual|Brain cancer|2021|Females|10–14|3
Actual|Brain cancer|2021|Females|15–19|5
Actual|Brain cancer|2021|Females|20–24|3
Actual|Brain cancer|2021|Females|25–29|7
Actual|Brain cancer|2021|Females|30–34|12
Actual|Brain cancer|2021|Females|35–39|7
Actual|Brain cancer|2021|Females|40–44|8
Actual|Brain cancer|2021|Females|45–49|20
Actual|Brain cancer|2021|Females|50–54|22
Actual|Brain cancer|2021|Females|55–59|47
Actual|Brain cancer|2021|Females|60–64|70
Actual|Brain cancer|2021|Females|65–69|82
Actual|Brain cancer|2021|Females|70–74|102
Actual|Brain cancer|2021|Females|75–79|86
Actual|Brain cancer|2021|Females|80–84|64
Actual|Brain cancer|2021|Females|85–89|36
Actual|Brain cancer|2021|Females|90+|24
Actual|Brain cancer|2021|Females|All ages combined|607
Projections|Brain cancer|2022|Females|00–04|4
Projections|Brain cancer|2022|Females|05–09|6
Projections|Brain cancer|2022|Females|10–14|4
Projections|Brain cancer|2022|Females|15–19|4
Projections|Brain cancer|2022|Females|20–24|3
Projections|Brain cancer|2022|Females|25–29|6
Projections|Brain cancer|2022|Females|30–34|7
Projections|Brain cancer|2022|Females|35–39|12
Projections|Brain cancer|2022|Females|40–44|11
Projections|Brain cancer|2022|Females|45–49|23
Projections|Brain cancer|2022|Females|50–54|37
Projections|Brain cancer|2022|Females|55–59|51
Projections|Brain cancer|2022|Females|60–64|72
Projections|Brain cancer|2022|Females|65–69|79
Projections|Brain cancer|2022|Females|70–74|97
Projections|Brain cancer|2022|Females|75–79|71
Projections|Brain cancer|2022|Females|80–84|59
Projections|Brain cancer|2022|Females|85–89|39
Projections|Brain cancer|2022|Females|90+|19
Projections|Brain cancer|2022|Females|All ages combined|604
Projections|Brain cancer|2023|Females|00–04|5
Projections|Brain cancer|2023|Females|05–09|6
Projections|Brain cancer|2023|Females|10–14|4
Projections|Brain cancer|2023|Females|15–19|4
Projections|Brain cancer|2023|Females|20–24|3
Projections|Brain cancer|2023|Females|25–29|6
Projections|Brain cancer|2023|Females|30–34|6
Projections|Brain cancer|2023|Females|35–39|11
Projections|Brain cancer|2023|Females|40–44|10
Projections|Brain cancer|2023|Females|45–49|22
Projections|Brain cancer|2023|Females|50–54|36
Projections|Brain cancer|2023|Females|55–59|50
Projections|Brain cancer|2023|Females|60–64|72
Projections|Brain cancer|2023|Females|65–69|81
Projections|Brain cancer|2023|Females|70–74|99
Projections|Brain cancer|2023|Females|75–79|73
Projections|Brain cancer|2023|Females|80–84|61
Projections|Brain cancer|2023|Females|85–89|42
Projections|Brain cancer|2023|Females|90+|19
Projections|Brain cancer|2023|Females|All ages combined|610
Actual|Brain cancer|2019|Persons|00–04|9
Actual|Brain cancer|2019|Persons|05–09|16
Actual|Brain cancer|2019|Persons|10–14|7
Actual|Brain cancer|2019|Persons|15–19|5
Actual|Brain cancer|2019|Persons|20–24|9
Actual|Brain cancer|2019|Persons|25–29|20
Actual|Brain cancer|2019|Persons|30–34|10
Actual|Brain cancer|2019|Persons|35–39|45
Actual|Brain cancer|2019|Persons|40–44|48
Actual|Brain cancer|2019|Persons|45–49|55
Actual|Brain cancer|2019|Persons|50–54|95
Actual|Brain cancer|2019|Persons|55–59|149
Actual|Brain cancer|2019|Persons|60–64|181
Actual|Brain cancer|2019|Persons|65–69|172
Actual|Brain cancer|2019|Persons|70–74|239
Actual|Brain cancer|2019|Persons|75–79|164
Actual|Brain cancer|2019|Persons|80–84|120
Actual|Brain cancer|2019|Persons|85–89|76
Actual|Brain cancer|2019|Persons|90+|39
Actual|Brain cancer|2019|Persons|All ages combined|1459
Actual|Brain cancer|2020|Persons|00–04|9
Actual|Brain cancer|2020|Persons|05–09|16
Actual|Brain cancer|2020|Persons|10–14|10
Actual|Brain cancer|2020|Persons|15–19|11
Actual|Brain cancer|2020|Persons|20–24|10
Actual|Brain cancer|2020|Persons|25–29|17
Actual|Brain cancer|2020|Persons|30–34|14
Actual|Brain cancer|2020|Persons|35–39|36
Actual|Brain cancer|2020|Persons|40–44|36
Actual|Brain cancer|2020|Persons|45–49|69
Actual|Brain cancer|2020|Persons|50–54|103
Actual|Brain cancer|2020|Persons|55–59|142
Actual|Brain cancer|2020|Persons|60–64|183
Actual|Brain cancer|2020|Persons|65–69|187
Actual|Brain cancer|2020|Persons|70–74|245
Actual|Brain cancer|2020|Persons|75–79|156
Actual|Brain cancer|2020|Persons|80–84|119
Actual|Brain cancer|2020|Persons|85–89|75
Actual|Brain cancer|2020|Persons|90+|41
Actual|Brain cancer|2020|Persons|All ages combined|1479
Actual|Brain cancer|2021|Persons|00–04|7
Actual|Brain cancer|2021|Persons|05–09|18
Actual|Brain cancer|2021|Persons|10–14|9
Actual|Brain cancer|2021|Persons|15–19|13
Actual|Brain cancer|2021|Persons|20–24|8
Actual|Brain cancer|2021|Persons|25–29|21
Actual|Brain cancer|2021|Persons|30–34|22
Actual|Brain cancer|2021|Persons|35–39|35
Actual|Brain cancer|2021|Persons|40–44|34
Actual|Brain cancer|2021|Persons|45–49|59
Actual|Brain cancer|2021|Persons|50–54|83
Actual|Brain cancer|2021|Persons|55–59|122
Actual|Brain cancer|2021|Persons|60–64|184
Actual|Brain cancer|2021|Persons|65–69|217
Actual|Brain cancer|2021|Persons|70–74|264
Actual|Brain cancer|2021|Persons|75–79|194
Actual|Brain cancer|2021|Persons|80–84|141
Actual|Brain cancer|2021|Persons|85–89|81
Actual|Brain cancer|2021|Persons|90+|40
Actual|Brain cancer|2021|Persons|All ages combined|1552
Projections|Brain cancer|2022|Persons|00–04|8
Projections|Brain cancer|2022|Persons|05–09|17
Projections|Brain cancer|2022|Persons|10–14|11
Projections|Brain cancer|2022|Persons|15–19|10
Projections|Brain cancer|2022|Persons|20–24|7
Projections|Brain cancer|2022|Persons|25–29|19
Projections|Brain cancer|2022|Persons|30–34|17
Projections|Brain cancer|2022|Persons|35–39|41
Projections|Brain cancer|2022|Persons|40–44|40
Projections|Brain cancer|2022|Persons|45–49|61
Projections|Brain cancer|2022|Persons|50–54|101
Projections|Brain cancer|2022|Persons|55–59|135
Projections|Brain cancer|2022|Persons|60–64|187
Projections|Brain cancer|2022|Persons|65–69|200
Projections|Brain cancer|2022|Persons|70–74|249
Projections|Brain cancer|2022|Persons|75–79|190
Projections|Brain cancer|2022|Persons|80–84|140
Projections|Brain cancer|2022|Persons|85–89|81
Projections|Brain cancer|2022|Persons|90+|41
Projections|Brain cancer|2022|Persons|All ages combined|1555
Projections|Brain cancer|2023|Persons|00–04|9
Projections|Brain cancer|2023|Persons|05–09|17
Projections|Brain cancer|2023|Persons|10–14|11
Projections|Brain cancer|2023|Persons|15–19|10
Projections|Brain cancer|2023|Persons|20–24|6
Projections|Brain cancer|2023|Persons|25–29|19
Projections|Brain cancer|2023|Persons|30–34|15
Projections|Brain cancer|2023|Persons|35–39|41
Projections|Brain cancer|2023|Persons|40–44|40
Projections|Brain cancer|2023|Persons|45–49|59
Projections|Brain cancer|2023|Persons|50–54|100
Projections|Brain cancer|2023|Persons|55–59|133
Projections|Brain cancer|2023|Persons|60–64|188
Projections|Brain cancer|2023|Persons|65–69|203
Projections|Brain cancer|2023|Persons|70–74|255
Projections|Brain cancer|2023|Persons|75–79|198
Projections|Brain cancer|2023|Persons|80–84|146
Projections|Brain cancer|2023|Persons|85–89|87
Projections|Brain cancer|2023|Persons|90+|42
Projections|Brain cancer|2023|Persons|All ages combined|1579
Actual|Breast cancer|2019|Males|00–04|0
Actual|Breast cancer|2019|Males|05–09|0
Actual|Breast cancer|2019|Males|10–14|0
Actual|Breast cancer|2019|Males|15–19|0
Actual|Breast cancer|2019|Males|20–24|0
Actual|Breast cancer|2019|Males|25–29|0
Actual|Breast cancer|2019|Males|30–34|0
Actual|Breast cancer|2019|Males|35–39|1
Actual|Breast cancer|2019|Males|40–44|0
Actual|Breast cancer|2019|Males|45–49|0
Actual|Breast cancer|2019|Males|50–54|0
Actual|Breast cancer|2019|Males|55–59|0
Actual|Breast cancer|2019|Males|60–64|3
Actual|Breast cancer|2019|Males|65–69|5
Actual|Breast cancer|2019|Males|70–74|1
Actual|Breast cancer|2019|Males|75–79|5
Actual|Breast cancer|2019|Males|80–84|5
Actual|Breast cancer|2019|Males|85–89|3
Actual|Breast cancer|2019|Males|90+|5
Actual|Breast cancer|2019|Males|All ages combined|28
Actual|Breast cancer|2020|Males|00–04|0
Actual|Breast cancer|2020|Males|05–09|0
Actual|Breast cancer|2020|Males|10–14|0
Actual|Breast cancer|2020|Males|15–19|0
Actual|Breast cancer|2020|Males|20–24|0
Actual|Breast cancer|2020|Males|25–29|0
Actual|Breast cancer|2020|Males|30–34|0
Actual|Breast cancer|2020|Males|35–39|0
Actual|Breast cancer|2020|Males|40–44|0
Actual|Breast cancer|2020|Males|45–49|0
Actual|Breast cancer|2020|Males|50–54|4
Actual|Breast cancer|2020|Males|55–59|2
Actual|Breast cancer|2020|Males|60–64|6
Actual|Breast cancer|2020|Males|65–69|3
Actual|Breast cancer|2020|Males|70–74|5
Actual|Breast cancer|2020|Males|75–79|3
Actual|Breast cancer|2020|Males|80–84|2
Actual|Breast cancer|2020|Males|85–89|9
Actual|Breast cancer|2020|Males|90+|2
Actual|Breast cancer|2020|Males|All ages combined|36
Actual|Breast cancer|2021|Males|00–04|0
Actual|Breast cancer|2021|Males|05–09|0
Actual|Breast cancer|2021|Males|10–14|0
Actual|Breast cancer|2021|Males|15–19|0
Actual|Breast cancer|2021|Males|20–24|0
Actual|Breast cancer|2021|Males|25–29|0
Actual|Breast cancer|2021|Males|30–34|0
Actual|Breast cancer|2021|Males|35–39|1
Actual|Breast cancer|2021|Males|40–44|0
Actual|Breast cancer|2021|Males|45–49|1
Actual|Breast cancer|2021|Males|50–54|0
Actual|Breast cancer|2021|Males|55–59|3
Actual|Breast cancer|2021|Males|60–64|0
Actual|Breast cancer|2021|Males|65–69|4
Actual|Breast cancer|2021|Males|70–74|2
Actual|Breast cancer|2021|Males|75–79|2
Actual|Breast cancer|2021|Males|80–84|7
Actual|Breast cancer|2021|Males|85–89|3
Actual|Breast cancer|2021|Males|90+|7
Actual|Breast cancer|2021|Males|All ages combined|30
Projections|Breast cancer|2022|Males|00–04|0
Projections|Breast cancer|2022|Males|05–09|0
Projections|Breast cancer|2022|Males|10–14|0
Projections|Breast cancer|2022|Males|15–19|0
Projections|Breast cancer|2022|Males|20–24|0
Projections|Breast cancer|2022|Males|25–29|0
Projections|Breast cancer|2022|Males|30–34|0
Projections|Breast cancer|2022|Males|35–39|1
Projections|Breast cancer|2022|Males|40–44|0
Projections|Breast cancer|2022|Males|45–49|0
Projections|Breast cancer|2022|Males|50–54|2
Projections|Breast cancer|2022|Males|55–59|2
Projections|Breast cancer|2022|Males|60–64|2
Projections|Breast cancer|2022|Males|65–69|3
Projections|Breast cancer|2022|Males|70–74|4
Projections|Breast cancer|2022|Males|75–79|3
Projections|Breast cancer|2022|Males|80–84|6
Projections|Breast cancer|2022|Males|85–89|6
Projections|Breast cancer|2022|Males|90+|6
Projections|Breast cancer|2022|Males|All ages combined|35
Projections|Breast cancer|2023|Males|00–04|0
Projections|Breast cancer|2023|Males|05–09|0
Projections|Breast cancer|2023|Males|10–14|0
Projections|Breast cancer|2023|Males|15–19|0
Projections|Breast cancer|2023|Males|20–24|0
Projections|Breast cancer|2023|Males|25–29|0
Projections|Breast cancer|2023|Males|30–34|0
Projections|Breast cancer|2023|Males|35–39|1
Projections|Breast cancer|2023|Males|40–44|0
Projections|Breast cancer|2023|Males|45–49|0
Projections|Breast cancer|2023|Males|50–54|2
Projections|Breast cancer|2023|Males|55–59|2
Projections|Breast cancer|2023|Males|60–64|2
Projections|Breast cancer|2023|Males|65–69|3
Projections|Breast cancer|2023|Males|70–74|4
Projections|Breast cancer|2023|Males|75–79|3
Projections|Breast cancer|2023|Males|80–84|6
Projections|Breast cancer|2023|Males|85–89|7
Projections|Breast cancer|2023|Males|90+|6
Projections|Breast cancer|2023|Males|All ages combined|36
Actual|Breast cancer|2019|Females|00–04|0
Actual|Breast cancer|2019|Females|05–09|0
Actual|Breast cancer|2019|Females|10–14|0
Actual|Breast cancer|2019|Females|15–19|0
Actual|Breast cancer|2019|Females|20–24|0
Actual|Breast cancer|2019|Females|25–29|5
Actual|Breast cancer|2019|Females|30–34|25
Actual|Breast cancer|2019|Females|35–39|38
Actual|Breast cancer|2019|Females|40–44|92
Actual|Breast cancer|2019|Females|45–49|162
Actual|Breast cancer|2019|Females|50–54|208
Actual|Breast cancer|2019|Females|55–59|259
Actual|Breast cancer|2019|Females|60–64|280
Actual|Breast cancer|2019|Females|65–69|359
Actual|Breast cancer|2019|Females|70–74|363
Actual|Breast cancer|2019|Females|75–79|360
Actual|Breast cancer|2019|Females|80–84|341
Actual|Breast cancer|2019|Females|85–89|366
Actual|Breast cancer|2019|Females|90+|353
Actual|Breast cancer|2019|Females|All ages combined|3211
Actual|Breast cancer|2020|Females|00–04|0
Actual|Breast cancer|2020|Females|05–09|0
Actual|Breast cancer|2020|Females|10–14|0
Actual|Breast cancer|2020|Females|15–19|0
Actual|Breast cancer|2020|Females|20–24|0
Actual|Breast cancer|2020|Females|25–29|4
Actual|Breast cancer|2020|Females|30–34|21
Actual|Breast cancer|2020|Females|35–39|45
Actual|Breast cancer|2020|Females|40–44|63
Actual|Breast cancer|2020|Females|45–49|149
Actual|Breast cancer|2020|Females|50–54|223
Actual|Breast cancer|2020|Females|55–59|276
Actual|Breast cancer|2020|Females|60–64|312
Actual|Breast cancer|2020|Females|65–69|347
Actual|Breast cancer|2020|Females|70–74|386
Actual|Breast cancer|2020|Females|75–79|319
Actual|Breast cancer|2020|Females|80–84|369
Actual|Breast cancer|2020|Females|85–89|288
Actual|Breast cancer|2020|Females|90+|341
Actual|Breast cancer|2020|Females|All ages combined|3143
Actual|Breast cancer|2021|Females|00–04|1
Actual|Breast cancer|2021|Females|05–09|0
Actual|Breast cancer|2021|Females|10–14|0
Actual|Breast cancer|2021|Females|15–19|0
Actual|Breast cancer|2021|Females|20–24|0
Actual|Breast cancer|2021|Females|25–29|2
Actual|Breast cancer|2021|Females|30–34|16
Actual|Breast cancer|2021|Females|35–39|39
Actual|Breast cancer|2021|Females|40–44|79
Actual|Breast cancer|2021|Females|45–49|128
Actual|Breast cancer|2021|Females|50–54|199
Actual|Breast cancer|2021|Females|55–59|250
Actual|Breast cancer|2021|Females|60–64|268
Actual|Breast cancer|2021|Females|65–69|349
Actual|Breast cancer|2021|Females|70–74|391
Actual|Breast cancer|2021|Females|75–79|361
Actual|Breast cancer|2021|Females|80–84|382
Actual|Breast cancer|2021|Females|85–89|314
Actual|Breast cancer|2021|Females|90+|350
Actual|Breast cancer|2021|Females|All ages combined|3129
Projections|Breast cancer|2022|Females|00–04|0
Projections|Breast cancer|2022|Females|05–09|0
Projections|Breast cancer|2022|Females|10–14|0
Projections|Breast cancer|2022|Females|15–19|0
Projections|Breast cancer|2022|Females|20–24|0
Projections|Breast cancer|2022|Females|25–29|4
Projections|Breast cancer|2022|Females|30–34|21
Projections|Breast cancer|2022|Females|35–39|43
Projections|Breast cancer|2022|Females|40–44|83
Projections|Breast cancer|2022|Females|45–49|130
Projections|Breast cancer|2022|Females|50–54|201
